qitem,label,field,statements,date_of_birth,occupation_names,description
Q133463565,Ritah Nabbosa,Football,9,,association football player,Ugandan football player
Q130729532,Rose Bamaniriza,Football,9,,association football player,Ugandan Footballer
Q118464727,Rosemary Namuwanga,Activism & social work,9,,"court clerk, human rights defender, interpreter",Ugandan human rights activist and director of the Women's Probono Initiative
Q133830555,Ruth Nsibirano,Academia & education,9,,lecturer,Ruth Nsibirano is a senior lecturer at school of women and Gender studies at Makerere University.
Q133893769,Ruth Thelma Lukanga Muganzi,Other sport,9,2012-01-01T00:00:00Z,chess player,Ugandan chess player
Q134008782,Ryann Kyla Nakijjoba,Other sport,9,2007-01-01T00:00:00Z,chess player,Ugandan chess player
Q133893722,Safinah Mugide,Other sport,9,1996-01-01T00:00:00Z,chess player,Chess player
Q135338554,Sandra Auma,Other sport,9,1996-08-09T00:00:00Z,basketball player,Ugandan basketball player (born 1996)
Q134005518,Sandra Esther Nalunga,Other sport,9,1998-01-01T00:00:00Z,chess player,Ugandan chess player
Q133865025,Sarah Birungi Kalibbala,Other / unspecified,9,,high court judge,Acting High Court Judge
Q139836039,Sarah Kirabo,Other sport,9,,rugby player,Ugandan rugby player
Q134008636,Sarah Nakalyowa,Other sport,9,2006-01-01T00:00:00Z,chess player,Ugandan chess player
Q136867643,Shamim K Matovu,Other / unspecified,9,,"author, consultant","transformational speaker, leadership coach, corporate culture consultant"
Q138005579,Shamimu Nanfuna,Politics & government,9,,politician,Ugandan politician
Q130600676,Shamusa Najjuma,Football,9,,association football player,Ugandan footballer
Q133893761,Shanita Namaganda,Other sport,9,1997-01-01T00:00:00Z,chess player,Ugandan chess player
Q134979354,Sharifah Nanyonjo,Other sport,9,,boxer,Ugandan boxer
Q136381268,Shivan Mwesigwa,Other sport,9,2009-08-21T00:00:00Z,basketball player,Ugandan basketball player (born 2009)
Q133822572,Sister Regina Nabawanuka,Academia & education,9,,teacher,headteacher
Q139659258,Stella Marie Biwaga Cingtho,Law,9,,lawyer,Ugandan lawyer
Q130569684,Sumaya Nsisi,Football,9,,association football player,Ugandan Female Football player
Q138329524,Suzan Nakawuki Nsambu,Law,9,,lawyer,"Lawyer, Politician, Legislator"
Q134979401,Swaburah Nakato,Other sport,9,,boxer,Ugandan boxer
Q135338546,Sylivia Nakazibwe,Other sport,9,1995-04-02T00:00:00Z,basketball player,Ugandan basketball player (born 1995)
Q133894788,Tara Ann Mary Naluwoza Kisawuzi,Other sport,9,2008-08-05T00:00:00Z,swimmer,Ugandan Swimmer
Q135338589,Thecia Vicky Ntale Nassolo,Other sport,9,1984-08-02T00:00:00Z,basketball player,Ugandan basketball player (born 1984)
Q135338437,Vannessa Loy Nakayenga,Other sport,9,2007-10-19T00:00:00Z,basketball player,Ugandan basketball player (born 2007)
Q136734723,Venny Mary Nakazibwe,Other / unspecified,9,,prorector,Ugandan deputy dean at the faculty of fine arts makerere university
Q130729677,Vicky Ajwang,Football,9,,association football player,Ugandan Footballer
Q130355255,Viola Nuwaha,Other / unspecified,9,,programmer,Scrum Master
Q137999708,Vitarine Nansubuga Nalumansi,Politics & government,9,,politician,Ugandan Politician
Q139658928,Wakobera Shamim,Activism & social work,9,,human rights defender,Ugandan human rights defender and disability rights advocate
Q133842450,Wendy Angudeyo,Other sport,9,,golfer,Ugandan golfer
Q139839102,Winnie Atyang,Other sport,9,,rugby player,Ugandan rugby player
Q130717522,Winnie Nabbaale,Football,9,,association football player,Ugandan footballer
Q135338609,Yvonne Byanjeru,Other sport,9,1991-02-19T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q140072919,Zahara Namuli,Media & writing,9,,"public relations, journalist",Ugandan journalist
Q130736847,Zahara Nankya Kiiza,Football,9,,association football player,Ugandan Footballer
Q135338547,Zainah Lokwameri,Other sport,9,1994-12-24T00:00:00Z,basketball player,Ugandan basketball player (born 1994)
Q133893684,Zuri Tatiina,Other sport,9,2009-01-01T00:00:00Z,chess player,Chess player
Q118765992,Acayo Milly,Other / unspecified,8,1995-04-03T00:00:00Z,business,Business Entrepreneur
Q140050828,Achen Irene Patricia,Academia & education,8,,teacher,Ugandan peer educator and girls' rights advocate
Q133889033,Agnes Ariho Babugura,Other / unspecified,8,,,Ugandan Academician and researcher in the field of environmental science
Q130741081,Ahereza Nobis,Politics & government,8,,politician,Ugandan Politician
Q133894501,Aidah Birungi,Other sport,8,,handball player,Ugandan handball player
Q134008795,Aimee Ahumuza Nyatia,Other sport,8,2011-01-01T00:00:00Z,chess player,Ugandan chess player
Q134054601,Aisha Nansubuga,Academia & education,8,,lecturer,university lecturer
Q139658970,Alice Nandutu,Activism & social work,8,,human rights defender,Human Rights Defender
Q134279360,Alice Okecho,Other / unspecified,8,,beach volleyball player,Beach volleyball player
Q139943728,Alinde Allen,Activism & social work,8,,social worker,Ugandan Social worker
Q136822969,Amelia Anne Kyambade,Other / unspecified,8,,official,"Ugandan politician, Philanthropist"
Q139807877,Amelia Zalwango Kaggwa,Other / unspecified,8,,"secretary, public relations officer",Ugandan secretary
Q134269641,Ampire Daphine Rubaramira,Arts & entertainment,8,,"film producer, television actor",Actress and producer
Q129254494,Amulen Aziiza,Football,8,,association football player,Female ugandan soccer player
Q135338606,Angela Catherine Namirimu,Other sport,8,1990-01-22T00:00:00Z,basketball player,Ugandan basketball player (born 1990)
Q130365331,Angela Mukisa,Other / unspecified,8,,chief executive officer,Founder at CodeHub
Q133857472,Angella Nanyonjo,Other sport,8,,rugby player,Rugby player
Q135304567,Anisha Nabatanzi,Other sport,8,,netballer,Ugandan netball player
Q133887632,Anitah Atim,Other sport,8,,field hockey player,Hockey player
Q136624202,Annet Among,Other sport,8,1996-04-29T00:00:00Z,basketball player,Ugandan basketball player (born 1996)
Q136622013,Annet Nakiwu,Other sport,8,1974-12-12T00:00:00Z,basketball player,Ugandan basketball player (born 1974)
Q135338567,Apio Faith Phoebe Omuut,Other sport,8,1997-08-11T00:00:00Z,basketball player,Ugandan basketball player (born 1997)
Q136089061,Apio Marion,Other sport,8,,boxer,Ugandan Boxer
Q137972279,Apio Otuku,Politics & government,8,,politician,Ugandan politician
Q134269166,Ashar Nantale,Other / unspecified,8,,lacrosse player,Lacrosse player
Q140632704,Ava D Achan,Other sport,8,,swimmer,Ugandan Swimmer
Q131362557,Ava Peace,Arts & entertainment,8,2000-01-13T00:00:00Z,musician,Ugandan Musician
Q135338514,Azidah Nabayunga,Other sport,8,2000-03-08T00:00:00Z,basketball player,Ugandan basketball player (born 2000)
Q136623844,Babra Gimbo,Other sport,8,1994-11-25T00:00:00Z,basketball player,Ugandan basketball player (born 1994)
Q131406893,Bahati Hilda Sabiti,Media & writing,8,,"writer, marriage counselor, personal development consultant","Ugandan Life Coach, Speaker"
Q138947704,Barbara Kakande,Other / unspecified,8,,cardiology,Ugandan Cardiologist
Q140593263,Barbra Adongo,Politics & government,8,,politician,Ugandan politician
Q133889749,Barbra Teddy Arimi,Other / unspecified,8,,marketer,A Ugandan marketer and Communications officer
Q141042834,Baskaline Cherotwo,Other sport,8,2009-11-08T00:00:00Z,athletics competitor,Ugandan track and field athlete
Q135338613,Benah Moru,Other sport,8,1991-12-28T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q139930353,Bertha Nkunzi,Media & writing,8,,"television presenter, producer, content creator",Ugandan media professional
Q137996895,Betty Layika,Politics & government,8,,politician,Ugandan politician
Q134289440,Betty Mwesigwa,Other / unspecified,8,,infectious disease physician,
Q131289670,Bina Babyesiza,Media & writing,8,,"comics artist, radio personality",comic artist creating works that depict the challenges faced by Ugandan women
Q138161345,Brenda Achieng,Politics & government,8,,politician,Ugandan Politician
Q138161334,Brenda Aciro,Politics & government,8,,politician,Ugandan Politician
Q136624687,Brenda Kayaga,Other sport,8,1996-11-27T00:00:00Z,basketball player,Ugandan basketball player (born 1996)
Q136624689,Brenda Nakitende,Other sport,8,1994-05-14T00:00:00Z,basketball player,Ugandan basketball player (born 1994)
Q137992471,Bridget Kiiza,Politics & government,8,,politician,Ugandan politician
Q129094230,Bridget Nabisaalu,Other / unspecified,8,1997-01-10T00:00:00Z,defender,Ugandan footballer and defender
Q111901504,Catherine Ajiambo,Other / unspecified,8,,"sociologist, museologist",Ugandan sociologist and museologist
Q134005379,Catherine Nakidde,Academia & education,8,,researcher,A Ugandan public health specialist and researcher
Q133831737,Catherine Wandera,Academia & education,8,,lecturer,
Q137988673,Chandia Bernadette Kodili,Politics & government,8,,politician,Ugandan politician
Q135338607,Chantal Noarh Aching,Other sport,8,1992-11-30T00:00:00Z,basketball player,Ugandan basketball player (born 1992)
Q135338612,Charlene Mary Karungi,Other sport,8,1990-08-26T00:00:00Z,basketball player,Ugandan basketball player (born 1990)
Q136623097,Chemutai Joy Sokuton,Other sport,8,1993-01-11T00:00:00Z,basketball player,Ugandan basketball player (born 1993)
Q133836286,Christine Anayo,Other sport,8,,cricketer,cricketer
Q134979212,Christine Nabanja,Other sport,8,,boxer,Ugandan boxer
Q135985021,Christine Nakaayi,Other sport,8,,netballer,Ugandan netball player
Q133830151,Christine Namuumba,Other sport,8,,netballer,Ugandan netball player
Q130600656,Cissy Nantongo,Football,8,,association football player,Ugandan Football Player
Q140674123,Condoleeza Nakazibwe Thembo,Other sport,8,,,Ugandan swimmer
Q111096452,Consolata Kabonesa,Other / unspecified,8,,,Ugandan gender activist
Q137994378,Daisy Sarah Ssonko Nabatanzi,Politics & government,8,,"physician, politician",Ugandan politician
Q133829787,Daniel Babwetera,Other / unspecified,8,,account executive,UBC TV Sales manager
Q129329590,Daphine Nyayenga,Football,8,2004-12-19T00:00:00Z,goalkeeper,Ugandan footballer
Q140632518,Darleen Kate Wanyenze,Other sport,8,,swimmer,Ugandan Swimmer
Q141266061,Deborah Kyarasiime,Politics & government,8,,civil servant,Ugandan trade specialist
Q140986866,Divine Love Muwanguzi Muwonge,Other sport,8,,swimmer,Ugandan swimmer
Q130569329,Docus Kwikiriza,Football,8,,association football player,Ugandan footballer
Q135338614,Dorothy Wiltshire Kyamazima,Other sport,8,1991-10-02T00:00:00Z,basketball player,Ugandan basketball player (born 1991)
Q135338621,Edith Dorothy Nakiriyowa,Other sport,8,1964-03-17T00:00:00Z,basketball player,Ugandan basketball player (born 1964)
Q141265814,Edith Tusubira,Politics & government,8,,civil servant,Ugandan financial regulator
Q134061523,Elizabeth Khaitsa Mabwa Gabona,Other / unspecified,8,,educator,A Ugandan educationist and academician who was the Deputy Chairperson Education Service Commission
Q134269788,Elizabeth Mutamuliza,Other / unspecified,8,,marketer,A Ugandan marketing manager at Uganda Breweries Limited
Q134081550,Elizabeth Namaganda,Other / unspecified,8,,marketer,A Ugandan Marketer and social researcher
Q133880398,Emily Kansime,Other sport,8,,volleyball player,Volleyball player
Q130717447,Eseza Kobusobozi,Football,8,,association football player,Ugandan association Footballer
Q120892547,Esezah Kyomugisha Kakudidi,Other / unspecified,8,,"zoologist, chemist, botanist","Zoologist, Botanist & Chemist"
Q136734651,Esther Kantono,Other / unspecified,8,,painter,Ugandan Painter
Q133887649,Eva Akello,Other sport,8,,field hockey player,Hockey player
Q134627511,Evas Nayebare,Other sport,8,,volleyball player,Ugandan professional volleyball player
Q133830668,Eve Nabulya,Academia & education,8,,lecturer,lecturer in the Department of Literature at Makerere University in Uganda
Q133830631,Evelyn Lutwama-Rukundo,Academia & education,8,,lecturer,Evelyn is a specialist in gender and entertainment but stretches her interest to gender and communication in general.
Q134268816,Evelyn Nelima,Other / unspecified,8,,lacrosse player,Lacrosse player
Q130569576,Everline Nandera,Football,8,,association football player,Ugandan Football player
Q139807515,Faith Bugonzi,Other / unspecified,8,,communications manager,Ugandan communications manager
Q134113653,Faith Kirabo,Arts & entertainment,8,,"actor, model",Actress
Q130612620,Faridah Namirimu,Football,8,,association football player,Ugandan Footballer playing as a defender
Q130736909,Fatma Matovu,Football,8,,association football player,Ugandan Footballer
Q134268943,Flavia Nalwanda,Other / unspecified,8,,lacrosse player,Lacrosse player
Q134081188,Flavia Nyinakiiza Kanagyizi,Politics & government,8,,politician,A Ugandan politician who is the speaker of Kabale District
Q140042113,Flora Aduk,Media & writing,8,,journalist,Ugandan journalist
Q134004350,Florence Basiimwa Tushemerirwe,Academia & education,8,,lecturer,A Ugandan Academician and researcher in the field of Community Health and Behavioral Sciences
Q140142322,Florence Sajjabi,Academia & education,8,,"lecturer, researcher, administrator","A Ugandan researcher, educationist"
Q54224657,Florence Ssajabi,Politics & government,8,,politician,Ugandan academic
Q140643350,Getrude Scarlett Atuhaire,Other sport,8,,swimmer,Ugandan Swimmer
Q138716675,Gillian Kasirye,Other / unspecified,8,,docent,Ugandan school founder and curriculum specialist
Q134268262,Gloria Asasira,Other / unspecified,8,,lacrosse player,Lacrosse player
Q133842436,Gloria Mbaguta,Other sport,8,,golfer,Ugandan golfer
Q133836299,Gloria Obukor,Other sport,8,,cricketer,Cricketer
Q133758815,Gorreti B. Bamwanga,Other / unspecified,8,1958-01-01T00:00:00Z,mental health counselor,Ugandan counselor and author
Q126678930,Grace Aulo Mbabazi,Activism & social work,8,,human rights defender,Ugandan female animal rights activist
Q141156814,Grace Nakalembe,Other sport,8,2008-12-21T00:00:00Z,basketball player,Ugandan basketball player (born 2008)
Q133864048,Grace Ojil,Other sport,8,,kabaddi player,"She Gladiators team member,World Cup bronze medalist"
Q130610859,Hadija Nandago,Football,8,,association football player,Ugandan Footballer
Q63343878,Hadijah Asiimwe,Arts & entertainment,8,,actor,Ugandan actress
Q135338582,Hatima Kassime,Other sport,8,1988-03-15T00:00:00Z,basketball player,Ugandan basketball player (born 1988)
Q120799369,Helen Byamugisha,Academia & education,8,,"librarian, university teacher, researcher","Ugandan librarian, LIS educator, administrator and researcher"
Q138161349,Hellen Kyomugisha,Politics & government,8,,politician,Ugandan Politician
Q131309349,Hellen Nabukenya,Other / unspecified,8,1983-01-01T00:00:00Z,visual artist,visual artist and curator
Q134003339,Hilda Namakula,Academia & education,8,,researcher,A Ugandan nurse and research fellow at Makerere University
Q138819332,Hope Atuhairwe Kisitu,Academia & education,8,,"lawyer, lecturer",Ugandan lawyer
Q133836300,Irene Alumo,Other sport,8,,cricketer,cricketer
Q135338574,Irene Eileanne Nalunkuma,Other sport,8,1990-06-24T00:00:00Z,basketball player,Ugandan basketball player (born 1990)
Q134182922,Irene Kasuubo,Other / unspecified,8,,"weightlifter, bodybuilder",Weight lifter
Q139801233,Irene Zikusooka,Other / unspecified,8,,media personality,Ugandan media personality
Q137972369,Jackline Birungi,Politics & government,8,,politician,Ugandan politician
Q130737898,Jackline Nakasi,Football,8,,association football player,Ugandan Footballer
Q134005096,Jacqueline Kobusingye,Academia & education,8,,lecturer,A Ugandan Academician and researcher
Q133880509,Jalia Nassuna,Other sport,8,,volleyball player,Volleyball player
Q140674416,Jamilah Ziri Nakiganda,Other sport,8,,,Ugandan swimmer
Q130613872,Jesca Namanda,Football,8,,association football player,Ugandan Footballer
Q139658965,Jingo Zawadi,Activism & social work,8,,human rights defender,Human Rights Defender
Q138161352,Joan Kansiime,Politics & government,8,,politician,Ugandan Politician
